t_ms,adc,p_kpa,pump
9284,935,-0.281082,0
9294,943,0.843239,0
9304,940,0.421631,0
9314,940,0.421631,0
9324,940,0.421631,0
9334,947,1.405426,0
9344,950,1.827034,0
9354,942,0.702713,0
9364,938,0.140533,0
9374,944,0.983795,0
9384,940,0.421631,0
9394,942,0.702713,0
9404,943,0.843239,0
9414,945,1.124344,0
9424,948,1.545952,0
9434,948,1.545952,0
9444,942,0.702713,0
9454,959,3.091904,0
9464,936,-0.140526,0
9474,935,-0.281082,0
9484,934,-0.421631,0
9494,935,-0.281082,0
9504,936,-0.140526,0
9514,945,1.124344,0
9524,931,-0.843239,0
9534,937,0,0
9544,932,-0.702713,0
9554,944,0.983795,0
9564,943,0.843239,0
9574,943,0.843239,0
9584,938,0.140533,0
9594,931,-0.843239,0
9604,941,0.562164,0
9614,942,0.702713,0
9624,933,-0.562157,0
9634,935,-0.281082,0
9644,933,-0.562157,0
9654,947,1.405426,0
9664,940,0.421631,0
9674,943,0.843239,0
9684,939,0.281082,0
9694,945,1.124344,0
9704,945,1.124344,0
9714,936,-0.140526,0
9724,941,0.562164,0
9734,941,0.562164,0
9744,947,1.405426,0
9754,933,-0.562157,0
9764,940,0.421631,0
9774,950,1.827034,0
9784,937,0,0
9794,951,1.967583,0
9804,934,-0.421631,0
9814,950,1.827034,0
9824,940,0.421631,0
9834,942,0.702713,0
9844,940,0.421631,0
9854,935,-0.281082,0
9864,939,0.281082,0
9874,940,0.421631,0
9884,942,0.702713,0
9894,942,0.702713,0
9904,941,0.562164,0
9914,942,0.702713,0
9924,943,0.843239,0
9934,948,1.545952,0
9944,937,0,0
9954,944,0.983795,0
9964,938,0.140533,0
9974,937,0,0
9984,942,0.702713,0
9994,953,2.248665,0
10004,936,-0.140526,0
10014,946,1.26487,0
10024,936,-0.140526,0
10034,939,0.281082,0
10044,946,1.26487,0
10054,941,0.562164,0
10064,946,1.26487,0
10074,939,0.281082,0
10084,943,0.843239,0
10094,939,0.281082,0
10104,938,0.140533,0
10114,935,-0.281082,0
10124,940,0.421631,0
10134,942,0.702713,0
10144,937,0,0
10154,942,0.702713,0
10164,939,0.281082,0
10174,947,1.405426,0
10184,940,0.421631,0
10194,936,-0.140526,0
10204,941,0.562164,0
10214,931,-0.843239,0
10224,940,0.421631,0
10234,946,1.26487,0
10244,954,2.389214,0
10254,944,0.983795,0
10264,943,0.843239,0
10274,935,-0.281082,0
10284,941,0.562164,0
10294,946,1.26487,0
10304,947,1.405426,0
10314,944,0.983795,0
10324,936,-0.140526,0
10334,941,0.562164,0
10344,943,0.843239,0
10354,948,1.545952,0
10364,943,0.843239,0
10374,934,-0.421631,0
10384,942,0.702713,0
10394,942,0.702713,0
10404,945,1.124344,0
10414,949,1.686508,0
10424,945,1.124344,0
10434,946,1.26487,0
10444,931,-0.843239,0
10454,937,0,0
10464,934,-0.421631,0
