t_ms,adc,p_kpa,pump
32242,915,-3.654068,0
32252,910,-4.356781,0
32262,909,-4.497322,0
32272,908,-4.637863,0
32282,911,-4.216248,0
32292,908,-4.637863,0
32302,918,-3.23246,0
32312,920,-2.951378,0
32322,916,-3.513542,0
32332,911,-4.216248,0
32342,914,-3.794617,0
32352,920,-2.951378,0
32362,911,-4.216248,0
32372,913,-3.93515,0
32382,912,-4.075706,0
32392,913,-3.93515,0
32402,911,-4.216248,0
32412,922,-2.670273,0
32422,913,-3.93515,0
32432,914,-3.794617,0
32442,914,-3.794617,0
32452,913,-3.93515,0
32462,915,-3.654068,0
32472,924,-2.389198,0
32482,914,-3.794617,0
32492,918,-3.23246,0
32502,921,-2.810829,0
32512,921,-2.810829,0
32522,922,-2.670273,0
32532,926,-2.108116,0
32542,918,-3.23246,0
32552,926,-2.108116,0
32562,930,-1.545952,0
32572,920,-2.951378,0
32582,924,-2.389198,0
32592,921,-2.810829,0
32602,924,-2.389198,0
32612,919,-3.091904,0
32622,924,-2.389198,0
32632,938,-0.421631,0
32642,928,-1.827034,0
32652,929,-1.686508,0
32662,930,-1.545952,0
32672,924,-2.389198,0
32682,926,-2.108116,0
32692,925,-2.248665,0
32702,930,-1.545952,0
32712,921,-2.810829,0
32722,926,-2.108116,0
32732,929,-1.686508,0
32742,934,-0.983795,0
32752,930,-1.545952,0
32762,933,-1.124321,0
32772,925,-2.248665,0
32782,933,-1.124321,0
32792,928,-1.827034,0
32802,934,-0.983795,0
32812,929,-1.686508,0
32822,929,-1.686508,0
32832,926,-2.108116,0
32842,931,-1.405403,0
32852,929,-1.686508,0
32862,927,-1.96756,0
32872,924,-2.389198,0
32882,929,-1.686508,0
32892,930,-1.545952,0
32902,941,0,0
32912,927,-1.96756,0
32922,932,-1.264877,0
32932,930,-1.545952,0
32942,932,-1.264877,0
32952,934,-0.983795,0
32962,927,-1.96756,0
32972,929,-1.686508,0
32982,927,-1.96756,0
32992,928,-1.827034,0
33002,932,-1.264877,0
33012,931,-1.405403,0
33022,933,-1.124321,0
33032,930,-1.545952,0
33042,927,-1.96756,0
33052,928,-1.827034,0
33062,942,0.140549,0
33072,931,-1.405403,0
33082,944,0.421631,0
33092,938,-0.421631,0
33102,942,0.140549,0
33112,941,0,0
33122,929,-1.686508,0
33132,935,-0.843246,0
33142,931,-1.405403,0
33152,931,-1.405403,0
33162,932,-1.264877,0
33172,936,-0.70269,0
33182,940,-0.140533,0
33192,936,-0.70269,0
33202,941,0,0
33212,941,0,0
33222,931,-1.405403,0
33232,935,-0.843246,0
33242,944,0.421631,0
33252,944,0.421631,0
33262,936,-0.70269,0
33272,935,-0.843246,0
33282,938,-0.421631,0
33292,931,-1.405403,0
33302,939,-0.281082,0
33312,937,-0.562164,0
33322,933,-1.124321,0
33332,944,0.421631,0
33342,939,-0.281082,0
33352,936,-0.70269,0
33362,948,0.983788,0
33372,936,-0.70269,0
33382,938,-0.421631,0
33392,934,-0.983795,0
33402,937,-0.562164,0
33412,935,-0.843246,0
33422,939,-0.281082,0
33432,937,-0.562164,0
33442,937,-0.562164,0
33452,940,-0.140533,0
33462,944,0.421631,0
33472,929,-1.686508,0
33482,943,0.281075,0
33492,939,-0.281082,0
33502,940,-0.140533,0
33512,937,-0.562164,0
33522,941,0,0
33532,948,0.983788,0
33542,949,1.124344,0
33552,946,0.702705,0
33562,945,0.56218,0
33572,937,-0.562164,0
33582,943,0.281075,0
33592,940,-0.140533,0
33602,943,0.281075,0
33612,941,0,0
33622,936,-0.70269,0
33632,935,-0.843246,0
33642,941,0,0
33652,941,0,0
33662,930,-1.545952,0
33672,937,-0.562164,0
33682,946,0.702705,0
33692,938,-0.421631,0
33702,941,0,0
33712,938,-0.421631,0
33722,939,-0.281082,0
33732,941,0,0
33742,935,-0.843246,0
33752,936,-0.70269,0
33762,946,0.702705,0
33772,945,0.56218,0
33782,938,-0.421631,0
33792,948,0.983788,0
33802,948,0.983788,0
33812,947,0.843262,0
33822,947,0.843262,0
33832,937,-0.562164,0
33842,936,-0.70269,0
33852,944,0.421631,0
33862,943,0.281075,0
33872,938,-0.421631,0
33882,951,1.405418,0
33892,948,0.983788,0
33902,951,1.405418,0
33912,938,-0.421631,0
33922,940,-0.140533,0
33932,938,-0.421631,0
33942,942,0.140549,0
33952,939,-0.281082,0
33962,944,0.421631,0
33972,946,0.702705,0
33982,947,0.843262,0
33992,940,-0.140533,0
34002,940,-0.140533,0
34012,944,0.421631,0
34022,939,-0.281082,0
34032,941,0,0
34042,942,0.140549,0
34052,938,-0.421631,0
34062,942,0.140549,0
34072,937,-0.562164,0
34082,942,0.140549,0
34092,940,-0.140533,0
34102,946,0.702705,0
34112,950,1.26487,0
34122,942,0.140549,0
34132,950,1.26487,0
34142,939,-0.281082,0
34152,938,-0.421631,0
34162,938,-0.421631,0
34172,943,0.281075,0
34182,943,0.281075,0
34192,938,-0.421631,0
34202,944,0.421631,0
34212,939,-0.281082,0
34222,943,0.281075,0
34232,947,0.843262,0
34242,937,-0.562164,0
34252,940,-0.140533,0
34262,944,0.421631,0
34272,945,0.56218,0
34282,941,0,0
34292,942,0.140549,0
34302,947,0.843262,0
34312,943,0.281075,0
34322,941,0,0
34332,940,-0.140533,0
34342,939,-0.281082,0
34352,943,0.281075,0
34362,947,0.843262,0
34372,942,0.140549,0
34382,950,1.26487,0
34392,951,1.405418,0
34402,939,-0.281082,0
34412,937,-0.562164,0
34422,941,0,0
34432,947,0.843262,0
34442,938,-0.421631,0
34452,948,0.983788,0
34462,946,0.702705,0
34472,951,1.405418,0
34482,946,0.702705,0
34492,944,0.421631,0
34502,945,0.56218,0
34512,943,0.281075,0
34522,937,-0.562164,0
34532,950,1.26487,0
34542,939,-0.281082,0
34552,941,0,0
34562,946,0.702705,0
34572,943,0.281075,0
34582,944,0.421631,0
34592,934,-0.983795,0
34602,937,-0.562164,0
34612,936,-0.70269,0
34622,942,0.140549,0
34632,946,0.702705,0
34642,948,0.983788,0
34652,953,1.686501,0
34662,942,0.140549,0
34672,940,-0.140533,0
34682,938,-0.421631,0
34692,936,-0.70269,0
34702,943,0.281075,0
34712,944,0.421631,0
34722,937,-0.562164,0
34732,947,0.843262,0
34742,954,1.827049,0
34752,937,-0.562164,0
34762,951,1.405418,0
34772,939,-0.281082,0
34782,939,-0.281082,0
34792,946,0.702705,0
34802,943,0.281075,0
34812,942,0.140549,0
34822,937,-0.562164,0
34832,940,-0.140533,0
34842,939,-0.281082,0
34852,945,0.56218,0
34862,941,0,0
34872,942,0.140549,0
34882,958,2.389214,0
34892,943,0.281075,0
34902,940,-0.140533,0
34912,939,-0.281082,0
34922,951,1.405418,0
34932,943,0.281075,0
34942,936,-0.70269,0
34952,939,-0.281082,0
34962,947,0.843262,0
34972,951,1.405418,0
34982,944,0.421631,0
34992,949,1.124344,0
35002,944,0.421631,0
35012,937,-0.562164,0
35022,948,0.983788,0
35032,941,0,0
35042,945,0.56218,0
35052,935,-0.843246,0
35062,945,0.56218,0
35072,945,0.56218,0
35082,941,0,0
35092,939,-0.281082,0
35102,948,0.983788,0
35112,950,1.26487,0
35122,941,0,0
35132,950,1.26487,0
35142,944,0.421631,0
35152,937,-0.562164,0
35162,939,-0.281082,0
35172,941,0,0
35182,940,-0.140533,0
35192,942,0.140549,0
35202,943,0.281075,0
35212,941,0,0
35222,942,0.140549,0
35232,944,0.421631,0
35242,943,0.281075,0
35252,937,-0.562164,0
35262,942,0.140549,0
35272,941,0,0
35282,941,0,0
35292,940,-0.140533,0
35302,940,-0.140533,0
35312,941,0,0
35322,944,0.421631,0
35332,958,2.389214,0
35342,945,0.56218,0
35352,957,2.248657,0
35362,937,-0.562164,0
35372,942,0.140549,0
35382,945,0.56218,0
35392,942,0.140549,0
35402,942,0.140549,0
35412,940,-0.140533,0
35422,942,0.140549,0
35432,939,-0.281082,0
35442,942,0.140549,0
35452,942,0.140549,0
35462,942,0.140549,0
35472,943,0.281075,0
35482,953,1.686501,0
35492,940,-0.140533,0
35502,944,0.421631,0
35512,947,0.843262,0
35522,943,0.281075,0
35532,952,1.545952,0
35542,942,0.140549,0
35552,951,1.405418,0
35562,956,2.108131,0
35572,948,0.983788,0
35582,950,1.26487,0
35592,939,-0.281082,0
35602,953,1.686501,0
35612,938,-0.421631,0
35622,945,0.56218,0
35632,942,0.140549,0
35642,942,0.140549,0
35652,938,-0.421631,0
35662,943,0.281075,0
35672,939,-0.281082,0
35682,941,0,0
35692,938,-0.421631,0
35702,939,-0.281082,0
35712,938,-0.421631,0
35722,944,0.421631,0
35732,936,-0.70269,0
35742,935,-0.843246,0
35752,938,-0.421631,0
35762,946,0.702705,0
35772,937,-0.562164,0
35782,939,-0.281082,0
35792,942,0.140549,0
35802,943,0.281075,0
35812,946,0.702705,0
35822,945,0.56218,0
35832,941,0,0
35842,940,-0.140533,0
35852,938,-0.421631,0
35862,939,-0.281082,0
35872,952,1.545952,0
35882,941,0,0
35892,943,0.281075,0
35902,945,0.56218,0
35912,938,-0.421631,0
35922,940,-0.140533,0
35932,938,-0.421631,0
35942,938,-0.421631,0
35952,940,-0.140533,0
35962,944,0.421631,0
35972,945,0.56218,0
35982,949,1.124344,0
35992,946,0.702705,0
36002,946,0.702705,0
36012,946,0.702705,0
36022,940,-0.140533,0
36032,950,1.26487,0
36042,942,0.140549,0
36052,952,1.545952,0
36062,941,0,0
36072,940,-0.140533,0
36082,943,0.281075,0
36092,933,-1.124321,0
36102,940,-0.140533,0
36112,945,0.56218,0
36122,951,1.405418,0
36132,945,0.56218,0
36142,949,1.124344,0
36152,958,2.389214,0
36162,944,0.421631,0
36172,942,0.140549,0
36182,944,0.421631,0
36192,943,0.281075,0
36202,937,-0.562164,0
36212,944,0.421631,0
36222,940,-0.140533,0
36232,943,0.281075,0
36242,946,0.702705,0
36252,940,-0.140533,0
36262,943,0.281075,0
36272,939,-0.281082,0
36282,948,0.983788,0
36292,945,0.56218,0
36302,938,-0.421631,0
36312,946,0.702705,0
36322,951,1.405418,0
36332,949,1.124344,0
36342,937,-0.562164,0
36352,958,2.389214,0
36362,944,0.421631,0
36372,947,0.843262,0
36382,955,1.967583,0
36392,945,0.56218,0
36402,946,0.702705,0
36412,938,-0.421631,0
36422,940,-0.140533,0
36432,942,0.140549,0
36442,937,-0.562164,0
36452,949,1.124344,0
36462,951,1.405418,0
36472,954,1.827049,0
36482,945,0.56218,0
36492,943,0.281075,0
36502,949,1.124344,0
36512,940,-0.140533,0
36522,942,0.140549,0
36532,943,0.281075,0
36542,945,0.56218,0
36552,949,1.124344,0
36562,949,1.124344,0
36572,943,0.281075,0
36582,946,0.702705,0
36592,942,0.140549,0
36602,945,0.56218,0
36612,949,1.124344,0
36622,949,1.124344,0
36632,933,-1.124321,0
36642,938,-0.421631,0
36652,945,0.56218,0
36662,949,1.124344,0
36672,946,0.702705,0
36682,945,0.56218,0
36692,946,0.702705,0
36702,942,0.140549,0
36712,939,-0.281082,0
36722,939,-0.281082,0
36732,942,0.140549,0
36742,941,0,0
36752,946,0.702705,0
36762,950,1.26487,0
36772,954,1.827049,0
36782,934,-0.983795,0
36792,937,-0.562164,0
36802,941,0,0
36812,944,0.421631,0
36822,940,-0.140533,0
36832,944,0.421631,0
36842,935,-0.843246,0
36852,951,1.405418,0
36862,936,-0.70269,0
36872,943,0.281075,0
36882,941,0,0
36892,942,0.140549,0
36902,942,0.140549,0
36912,940,-0.140533,0
36922,941,0,0
36932,938,-0.421631,0
36942,942,0.140549,0
36952,947,0.843262,0
36962,941,0,0
36972,941,0,0
36982,952,1.545952,0
36992,942,0.140549,0
37002,945,0.56218,0
37012,949,1.124344,0
37022,944,0.421631,0
37032,939,-0.281082,0
37042,947,0.843262,0
37052,953,1.686501,0
37062,943,0.281075,0
